-182.57	-85.52	1125.57	171360.00	-108430.00	-66850.00
-117.24	-2.26	1112.40	-100240.00	-116690.00	57890.00
-62.34	-29.65	1088.30	-95270.00	-177800.00	41650.00
-75.46	-33.98	1010.53	61810.00	65590.00	-25480.00
-90.34	14.27	1027.55	69510.00	27580.00	-630.00
-111.33	56.18	989.36	60620.00	-6860.00	-13860.00
-106.20	73.20	1004.06	143080.00	-9520.00	-6580.00
-136.64	136.58	985.21	100450.00	122220.00	33040.00
-132.92	211.30	1025.96	231840.00	44100.00	1190.00
-116.82	291.46	945.26	75810.00	39480.00	-60900.00
-125.36	327.39	944.52	104230.00	-1610.00	-2100.00
-167.57	389.79	918.90	121590.00	66920.00	-12460.00
-156.77	443.47	910.00	41790.00	-140.00	-8540.00
-153.05	481.05	878.83	62230.00	-7840.00	17780.00
-169.82	498.80	827.04	99190.00	-2520.00	-9450.00
-189.47	543.51	803.61	87010.00	51590.00	-21840.00
-184.95	579.99	807.82	74970.00	4480.00	1260.00
-179.28	598.59	754.20	67480.00	-8680.00	19600.00
-178.97	629.89	780.80	16100.00	6650.00	-18200.00
-180.74	638.79	746.58	57330.00	-5530.00	-6860.00
-180.74	678.81	722.24	40600.00	18060.00	-37870.00
-188.00	691.68	709.98	24570.00	15260.00	-34020.00
-193.98	705.04	678.56	81060.00	-45570.00	-1190.00
-202.82	708.45	681.86	37240.00	18970.00	-34440.00
-184.34	721.08	678.69	-1610.00	6650.00	-23730.00
-179.77	721.14	685.95	-4550.00	-5670.00	2940.00
-179.95	707.11	681.07	-38640.00	-17920.00	-7350.00
-160.19	666.24	731.94	-118020.00	-22190.00	17080.00
-150.73	603.60	772.38	-201180.00	3500.00	-87430.00
-197.76	492.33	851.68	-228200.00	-21490.00	-37940.00
-141.15	370.21	899.75	-266910.00	-16450.00	32550.00
-130.60	270.72	973.93	-213710.00	-77980.00	57190.00
-102.05	152.13	1002.29	-152670.00	-51940.00	14490.00
-94.37	58.80	1010.10	-94920.00	-35140.00	7350.00
-75.15	2.01	999.55	-54530.00	-37590.00	2800.00
-99.12	-23.24	1001.56	-20860.00	15820.00	-16030.00
-81.37	-21.84	1003.08	16310.00	19670.00	-8260.00
-89.36	-27.15	1014.67	-5390.00	8260.00	-12320.00
-92.84	-23.00	1015.22	9310.00	-3010.00	-5110.00
-82.90	-25.99	1013.94	23940.00	-6090.00	-3220.00
-89.85	-27.76	1022.12	10780.00	-7700.00	-3500.00
53.44	-90.89	1011.68	-10850.00	-8820.00	4200.00
27.88	-99.31	1013.82	-7840.00	85750.00	-9450.00
-14.52	-97.97	1018.58	14420.00	81690.00	-19880.00
-48.80	-104.19	1024.01	-33810.00	100660.00	-24920.00
-104.25	-105.59	1019.74	-3990.00	128170.00	-26250.00
-127.98	-98.39	992.47	-17010.00	79590.00	12180.00
-149.57	-89.00	1014.49	-8890.00	39900.00	8120.00
-184.59	-88.63	983.87	-700.00	63420.00	-15120.00
-256.51	-92.60	961.48	-1610.00	147980.00	9100.00
-287.25	-84.42	973.32	16030.00	31150.00	-16800.00
-333.61	-99.12	952.27	-12460.00	96110.00	-3010.00
-350.51	-99.49	953.92	-27020.00	77770.00	7910.00
-370.15	-96.75	946.60	19950.00	140140.00	12950.00
-406.32	-84.61	907.38	-19460.00	114520.00	-700.00
-448.90	-90.16	908.66	12250.00	105770.00	-7840.00
-472.26	-82.11	886.21	10080.00	45710.00	-3780.00
-513.74	-72.53	850.58	29750.00	20720.00	1050.00
-554.49	-74.48	862.36	7140.00	59290.00	13230.00
-596.82	-73.57	787.33	21910.00	107590.00	2170.00
-616.53	-64.42	785.19	64330.00	49700.00	-700.00
-663.98	-64.60	741.46	15190.00	41790.00	1470.00
-690.64	-60.33	763.35	7280.00	56560.00	490.00
-702.48	-66.06	715.59	-5600.00	95340.00	-350.00
-714.98	-65.76	700.71	20930.00	45430.00	-7840.00
-735.97	-54.29	711.93	-18830.00	63490.00	-140.00
-755.85	-55.57	671.61	8400.00	21630.00	3150.00
-792.70	-51.79	658.68	420.00	14420.00	4270.00
-759.27	-53.31	664.35	-9870.00	82880.00	-140.00
-785.56	-51.73	639.04	2730.00	-6020.00	70.00
-794.22	-50.94	626.41	5250.00	12670.00	-4340.00
-794.95	-48.19	634.22	12320.00	-4200.00	-7000.00
-787.63	-52.95	638.79	6860.00	-68670.00	-2030.00
-754.75	-54.41	680.27	9730.00	-82250.00	-560.00
-700.34	-46.85	703.51	6860.00	-183680.00	-7980.00
-635.32	-36.11	784.34	14070.00	-139720.00	-15540.00
-576.27	-40.26	865.59	-12740.00	-68390.00	12810.00
-542.41	-44.65	868.46	18900.00	-126980.00	-12740.00
-460.37	-38.92	881.57	560.00	-123970.00	-7420.00
-418.89	-43.55	937.88	-12320.00	-109830.00	1750.00
-346.11	-50.02	954.65	-8120.00	-157640.00	-3080.00
-300.97	-75.27	1004.43	-81760.00	-93240.00	-11550.00
-232.35	-48.01	983.62	66290.00	-118020.00	-3710.00
-158.36	-21.41	972.83	-8260.00	-171220.00	25760.00
-96.14	-20.07	1002.72	420.00	-82320.00	12250.00
-51.42	-34.65	1017.97	9380.00	-114170.00	12530.00
-18.06	-33.85	1024.13	27580.00	-114450.00	8260.00
18.06	-23.36	1020.77	-7910.00	-48860.00	4480.00
10.43	-49.10	1039.50	-59780.00	45010.00	-11550.00
23.61	-40.50	1026.81	-8190.00	-5040.00	-4620.00
4.64	-39.10	1021.75	1190.00	-12600.00	-1610.00
