-22.75	-26.41	1017.72	910.00	420.00	-700.00
-18.36	-26.72	1011.56	1120.00	980.00	-420.00
-19.40	-26.47	1010.77	1050.00	1330.00	-280.00
-18.97	-30.19	1008.82	910.00	1540.00	-70.00
-18.91	-31.42	1009.37	770.00	1400.00	210.00
-15.25	-29.28	1008.88	350.00	1260.00	350.00
-12.44	-27.39	1007.05	140.00	770.00	700.00
-8.54	-30.87	1008.03	70.00	700.00	770.00
-6.71	-27.88	1008.64	-70.00	490.00	490.00
-5.43	-27.63	1009.79	0.00	420.00	210.00
-2.87	-25.07	1008.76	0.00	0.00	-210.00
-1.65	-26.96	1007.17	140.00	-140.00	-560.00
-5.00	-26.60	1004.85	0.00	-490.00	-910.00
-3.72	-24.10	1003.63	-140.00	-770.00	-980.00
-5.92	-24.70	1003.69	-140.00	-630.00	-910.00
-4.64	-26.35	1003.15	-560.00	-490.00	-770.00
-5.37	-25.68	1003.88	-770.00	-280.00	-980.00
-8.30	-22.57	1005.04	-1050.00	70.00	-1260.00
-8.30	-20.13	1005.46	-1050.00	70.00	-1190.00
-12.69	-16.04	1007.23	-840.00	350.00	-1260.00
-13.48	-17.32	1009.37	-630.00	350.00	-1190.00
-13.97	-21.05	1009.79	-560.00	350.00	-1330.00
-17.93	-19.40	1013.03	-630.00	70.00	-1470.00
-20.86	-21.90	1014.43	-770.00	-210.00	-1470.00
-28.24	-17.26	1024.49	-1120.00	-1120.00	-1330.00
-29.04	-16.84	1026.32	-1190.00	-1330.00	-1050.00
-34.04	-19.95	1029.50	-1400.00	-1540.00	-350.00
-32.33	-20.68	1029.44	-1190.00	-1120.00	280.00
-30.62	-19.83	1031.39	-910.00	-560.00	350.00
-30.62	-18.79	1032.06	-420.00	560.00	350.00
-30.13	-20.25	1031.57	-140.00	1120.00	350.00
-30.38	-23.24	1031.14	560.00	1890.00	420.00
-28.49	-23.61	1029.01	700.00	2030.00	490.00
-23.30	-24.58	1021.57	980.00	1820.00	560.00
-22.39	-24.95	1019.25	1120.00	1400.00	420.00
-18.67	-25.25	1011.50	1050.00	1120.00	490.00
-15.92	-25.86	1002.78	910.00	700.00	210.00
-12.93	-25.56	998.45	770.00	490.00	140.00
-14.34	-25.62	990.34	350.00	280.00	-70.00
-13.18	-25.62	988.44	70.00	210.00	0.00
-9.94	-27.33	978.50	-630.00	-70.00	140.00
-7.38	-28.67	977.04	-1610.00	-140.00	490.00
-3.54	-28.85	977.04	-2100.00	-140.00	630.00
2.32	-33.61	977.95	-3220.00	-350.00	910.00
4.45	-35.75	982.95	-3710.00	-490.00	980.00
9.27	-35.26	991.31	-4410.00	-910.00	1050.00
12.38	-33.55	997.35	-4690.00	-1050.00	1050.00
18.73	-35.26	1003.02	-4690.00	-1400.00	490.00
20.13	-39.10	1006.74	-4690.00	-1680.00	-560.00
16.41	-37.15	1014.73	-4270.00	-1890.00	-840.00
13.66	-38.37	1019.25	-3710.00	-2520.00	-1750.00
11.71	-37.88	1017.24	-3570.00	-2800.00	-2100.00
4.88	-38.31	1021.32	-3430.00	-3500.00	-2590.00
1.28	-39.83	1027.12	-3360.00	-3570.00	-2660.00
-3.66	-41.85	1028.16	-3500.00	-3850.00	-2590.00
-6.16	-42.33	1030.47	-3500.00	-3850.00	-2520.00
-13.97	-36.84	1038.28	-3360.00	-3290.00	-2170.00
-15.80	-40.87	1039.44	-3220.00	-2730.00	-1750.00
-12.81	-39.35	1041.70	-2940.00	-2240.00	-1610.00
-12.57	-39.41	1048.41	-2380.00	-1470.00	-1820.00
-11.41	-37.82	1051.64	-1890.00	-1330.00	-1960.00
-14.27	-35.38	1058.17	-980.00	-1400.00	-2520.00
-16.23	-33.00	1060.36	-280.00	-1540.00	-2660.00
-23.49	-36.60	1051.21	980.00	-2030.00	-2870.00
-26.23	-36.84	1042.92	1820.00	-1890.00	-2520.00
-27.63	-33.55	1034.50	1960.00	-1610.00	-2310.00
-25.32	-31.54	1018.64	2030.00	-770.00	-2170.00
-25.99	-28.91	1016.14	1960.00	-210.00	-2170.00
-27.94	-30.56	1012.29	1540.00	1050.00	-1820.00
-28.49	-28.91	1010.10	1400.00	1400.00	-1540.00
-27.51	-22.69	1014.80	1330.00	1820.00	-770.00
-25.80	-24.58	1015.65	1330.00	1540.00	-210.00
-17.08	-23.91	1013.45	1400.00	1330.00	-280.00
-15.13	-20.50	1008.27	1470.00	840.00	-700.00
-16.17	-22.94	1004.98	1470.00	560.00	-1190.00
-23.00	-19.95	1001.56	1190.00	70.00	-1540.00
-28.49	-15.49	1001.86	980.00	-280.00	-1610.00
-30.44	-16.23	1002.05	70.00	-1120.00	-1120.00
-31.48	-16.47	1003.08	-910.00	-2100.00	-910.00
-31.84	-15.74	1008.09	-1470.00	-2450.00	-770.00
-32.88	-16.65	1011.08	-2030.00	-3080.00	-420.00
-33.49	-14.40	1011.68	-2450.00	-3220.00	-280.00
-30.01	-13.73	1019.49	-2730.00	-3360.00	70.00
-25.80	-18.67	1019.43	-2730.00	-3430.00	210.00
-23.06	-26.05	1019.31	-2940.00	-3430.00	420.00
-22.20	-27.02	1021.99	-3150.00	-3220.00	560.00
-19.15	-27.63	1028.22	-3010.00	-3150.00	770.00
-14.82	-29.71	1029.56	-2940.00	-2660.00	980.00
-13.91	-30.19	1031.14	-2800.00	-2380.00	1050.00
-12.75	-32.21	1032.61	-2240.00	-1890.00	1120.00
-11.22	-34.71	1030.84	-1820.00	-1400.00	980.00
-9.33	-34.83	1031.14	-980.00	-490.00	770.00
-10.31	-34.47	1030.41	-700.00	-70.00	490.00
-5.25	-38.67	1024.07	-280.00	490.00	490.00
-4.15	-41.17	1018.64	-280.00	560.00	350.00
-5.67	-38.37	1019.13	-350.00	420.00	280.00
-3.97	-39.16	1013.94	-630.00	0.00	280.00
-2.32	-41.11	1012.97	-840.00	-140.00	210.00
1.34	-43.01	1007.60	-1190.00	-420.00	0.00
2.26	-39.89	1009.24	-1260.00	-490.00	-70.00
7.62	-42.58	1009.31	-1330.00	-770.00	-490.00
10.55	-44.41	1008.82	-1610.00	-1260.00	-1050.00
9.21	-46.60	1011.62	-1540.00	-1680.00	-1330.00
7.14	-44.29	1014.92	-1400.00	-2660.00	-1610.00
5.86	-44.77	1013.82	-1260.00	-3080.00	-1680.00
2.62	-46.85	1011.26	-1190.00	-3430.00	-1540.00
1.65	-48.68	1012.42	-1190.00	-3360.00	-1470.00
1.71	-45.02	1008.70	-1330.00	-2730.00	-1260.00
3.72	-43.92	1014.31	-1470.00	-1680.00	-980.00
5.12	-42.03	1016.26	-1470.00	-1120.00	-910.00
2.99	-43.55	1023.15	-1260.00	-140.00	-770.00
4.82	-42.21	1025.71	-980.00	210.00	-910.00
4.64	-38.92	1029.74	-490.00	630.00	-980.00
6.41	-37.88	1031.57	-70.00	770.00	-1120.00
3.78	-39.83	1032.55	770.00	910.00	-1400.00
4.33	-40.69	1030.78	1190.00	1050.00	-1820.00
-2.50	-39.96	1032.36	1260.00	910.00	-2100.00
-7.38	-37.51	1030.72	1610.00	840.00	-2100.00
-11.65	-35.20	1030.29	1680.00	840.00	-2030.00
-15.49	-34.59	1027.00	1820.00	840.00	-2030.00
-17.51	-34.59	1027.06	1820.00	770.00	-1820.00
-19.46	-34.28	1022.30	1890.00	910.00	-1330.00
-20.13	-33.85	1021.26	1960.00	1260.00	-1120.00
-20.86	-30.13	1018.27	2030.00	1330.00	-840.00
-16.84	-27.88	1016.38	1820.00	1610.00	-420.00
-15.80	-29.71	1015.77	1890.00	1680.00	-280.00
-12.81	-28.85	1012.97	1680.00	1610.00	-420.00
-10.13	-29.22	1012.48	1680.00	1470.00	-630.00
-10.80	-30.38	1009.67	1470.00	1050.00	-980.00
-9.70	-31.05	1009.67	1400.00	560.00	-1330.00
-15.07	-30.81	1007.17	1330.00	350.00	-1260.00
-14.46	-27.33	1005.16	1190.00	-70.00	-1050.00
